id,true_0,score_0,score_1
688,1.0,2.3228733e-07,0.99999976
689,1.0,1.6800865e-05,0.9999832
690,1.0,0.00021034626,0.99978966
691,0.0,0.9999999,1.2279864e-07
692,1.0,4.757565e-07,0.9999995
693,1.0,1.8890028e-06,0.9999981
694,1.0,4.998968e-06,0.999995
695,1.0,7.9504025e-06,0.999992
696,1.0,3.814621e-07,0.99999964
697,1.0,3.1799336e-05,0.9999682
698,1.0,1.13308515e-05,0.9999887
699,1.0,2.8092027e-06,0.99999714
700,1.0,0.00011519847,0.99988484
701,1.0,0.00010142314,0.99989855
702,1.0,9.764574e-05,0.99990237
703,1.0,3.3059403e-06,0.99999666
704,0.0,1.0,2.6296682e-08
705,1.0,0.00011747475,0.99988246
706,0.0,0.99999976,2.9310237e-07
707,0.0,1.0,1.0529395e-08
708,0.0,0.99987435,0.00012561737
709,0.0,0.9999994,5.989822e-07
710,0.0,0.9999987,1.3708318e-06
711,1.0,4.684429e-05,0.99995315
712,1.0,1.0350848e-05,0.9999896
713,1.0,2.7737779e-06,0.99999726
714,1.0,7.2326006e-06,0.9999927
715,1.0,0.000321163,0.99967885
716,1.0,2.2494374e-05,0.99997747
717,1.0,4.5905686e-06,0.99999535
718,1.0,0.00011378032,0.99988616
719,1.0,1.7242634e-07,0.9999999
720,1.0,1.7838127e-05,0.9999821
721,1.0,4.931004e-07,0.9999995
722,0.0,1.0,7.195196e-11
723,1.0,2.4547928e-05,0.99997544
724,0.0,0.9999999,1.3878517e-07
725,1.0,4.6364127e-07,0.9999995
726,1.0,8.330278e-05,0.9999167
727,0.0,1.0,6.249864e-11
728,1.0,4.115844e-06,0.9999958
729,1.0,3.49447e-06,0.99999654
730,1.0,1.9342186e-05,0.9999807
731,1.0,4.3136654e-07,0.9999995
732,0.0,1.0,1.072123e-08
733,0.0,1.0,3.190662e-08
734,0.0,0.999998,2.009094e-06
735,1.0,1.4043026e-06,0.99999857
736,1.0,1.2477754e-05,0.9999875
737,0.0,1.0,3.165195e-10
738,1.0,4.5680767e-07,0.9999995
739,1.0,1.0240762e-05,0.99998975
740,0.0,0.9999809,1.903988e-05
741,0.0,0.9999949,5.074209e-06
742,1.0,1.7484589e-06,0.9999982
743,1.0,3.1916047e-06,0.9999968
744,0.0,0.9999769,2.3173727e-05
745,0.0,1.0,4.5964682e-10
746,1.0,4.4204835e-06,0.9999956
747,1.0,1.7249196e-06,0.99999833
748,0.0,0.9999826,1.7374372e-05
749,1.0,0.00011209646,0.99988794
750,1.0,9.996051e-06,0.99999
751,1.0,1.9313613e-05,0.9999807
752,1.0,1.822033e-05,0.99998176
753,1.0,0.00025829783,0.99974173
754,0.0,0.9999887,1.1287689e-05
755,1.0,1.3653702e-06,0.9999987
756,1.0,1.1323033e-06,0.9999989
757,0.0,0.99999976,1.8653049e-07
758,1.0,2.6697508e-06,0.9999974
759,1.0,4.8284546e-05,0.9999517
760,0.0,1.0,4.4005338e-11
761,0.0,1.0,1.2133461e-08
762,1.0,5.2220626e-06,0.99999475
763,1.0,1.7967174e-06,0.9999982
764,1.0,6.008943e-07,0.9999994
765,1.0,5.8517876e-06,0.99999416
766,1.0,0.00074543763,0.9992545
767,0.0,0.99999964,3.344095e-07
768,1.0,0.00025704785,0.9997429
769,1.0,0.00014607928,0.99985385
770,0.0,1.0,9.162592e-09
771,0.0,0.99998367,1.6328066e-05
772,0.0,0.9999962,3.8056821e-06
773,1.0,0.00015058722,0.99984944
774,1.0,2.2455752e-05,0.9999776
775,1.0,2.9755398e-07,0.99999976
776,1.0,3.9935276e-07,0.99999964
777,0.0,0.9999995,5.095159e-07
778,0.0,1.0,2.7715334e-09
779,0.0,0.9999076,9.243637e-05
780,1.0,2.5788122e-05,0.99997425
781,0.0,1.0,1.8358033e-09
782,1.0,7.820145e-06,0.99999213
783,1.0,0.00046269468,0.99953735
784,1.0,1.7942756e-06,0.9999982
785,1.0,4.1855392e-07,0.9999995
786,1.0,4.348893e-06,0.9999957
787,1.0,1.6516327e-05,0.99998343
788,1.0,3.6743604e-05,0.9999633
789,1.0,4.9683176e-06,0.999995
790,1.0,8.4189645e-07,0.99999917
791,1.0,9.267362e-07,0.99999905
792,1.0,1.0650389e-05,0.9999894
793,1.0,5.62765e-05,0.99994373
794,1.0,2.541154e-06,0.9999975
795,0.0,1.0,7.252352e-10
796,1.0,7.941813e-05,0.9999206
797,0.0,0.99999666,3.3547203e-06
798,1.0,4.2109455e-06,0.9999958
799,0.0,0.9999788,2.1223974e-05
800,0.0,0.99999714,2.9118323e-06
801,0.0,0.99999976,2.7033857e-07
802,1.0,2.1543499e-06,0.99999785
803,0.0,0.9999671,3.2932356e-05
804,1.0,1.9417552e-05,0.99998057
805,1.0,9.3067575e-07,0.99999905
806,1.0,8.483329e-07,0.99999917
807,0.0,0.99998915,1.0836838e-05
808,1.0,1.4057953e-06,0.99999857
809,1.0,1.09631865e-05,0.99998903
810,1.0,0.00050009554,0.9994999
811,1.0,1.9187364e-05,0.9999808
812,0.0,1.0,2.7772365e-10
813,0.0,0.99999654,3.4331615e-06
814,1.0,8.953698e-05,0.9999105
815,1.0,4.8781898e-05,0.99995124
816,0.0,0.99999833,1.6279831e-06
817,0.0,0.99999976,2.3934868e-07
818,1.0,3.1006934e-06,0.9999969
819,0.0,0.9999945,5.49534e-06
820,1.0,1.3912609e-05,0.99998605
821,0.0,0.9999927,7.2346425e-06
822,0.0,1.0,2.343061e-10
823,1.0,5.6404883e-08,1.0
824,1.0,1.7509919e-06,0.9999982
825,0.0,0.9999999,9.319959e-08
826,1.0,1.2133448e-06,0.9999988
827,1.0,3.1902886e-07,0.99999964
828,1.0,2.5813063e-06,0.9999974
829,1.0,0.0001616407,0.99983835
830,1.0,4.6048356e-07,0.9999995
831,1.0,5.343218e-06,0.99999464
832,1.0,9.146493e-06,0.9999908
833,0.0,1.0,6.4370553e-09
834,0.0,0.99998236,1.7687216e-05
835,1.0,2.8829723e-05,0.99997115
836,1.0,7.9600215e-07,0.99999917
837,1.0,8.500866e-06,0.99999154
838,0.0,0.99999964,3.9713282e-07
839,1.0,8.3364845e-05,0.9999167
840,1.0,6.2871163e-07,0.9999994
841,1.0,6.5717967e-07,0.9999993
842,1.0,1.7288821e-05,0.9999827
843,0.0,0.9999964,3.5658054e-06
844,1.0,2.0865466e-05,0.99997914
845,1.0,1.4817474e-06,0.99999857
846,1.0,5.2442665e-05,0.99994755
847,1.0,8.581219e-06,0.9999914
848,1.0,6.368217e-06,0.9999937
849,0.0,0.9999974,2.6674552e-06
850,1.0,2.0606692e-06,0.999998
851,1.0,0.0001510706,0.99984896
852,1.0,0.00030939962,0.99969065
853,1.0,7.010534e-06,0.99999297
854,1.0,2.735474e-07,0.99999976
855,1.0,1.9459965e-06,0.9999981
856,0.0,0.9999989,1.0415422e-06
857,1.0,1.7010477e-06,0.99999833
858,1.0,6.733453e-05,0.99993265
859,1.0,1.128104e-06,0.9999989
860,1.0,2.770151e-07,0.99999976
861,0.0,0.99999976,2.2536292e-07
862,0.0,0.9999924,7.5915914e-06
863,1.0,1.5833848e-05,0.99998415
864,0.0,0.99999976,2.733078e-07
865,1.0,2.1612684e-06,0.99999785
866,1.0,4.3958008e-07,0.9999995
867,1.0,3.84086e-07,0.99999964
868,0.0,0.9999995,4.5670402e-07
869,0.0,1.0,1.1373678e-09
870,1.0,2.590923e-05,0.99997413
871,1.0,1.0475379e-06,0.9999989
872,1.0,5.354757e-06,0.99999464
873,1.0,2.8179527e-06,0.99999714
874,0.0,1.0,1.2772737e-08
875,0.0,0.9999993,7.393747e-07
876,0.0,0.9999943,5.744715e-06
877,1.0,4.6756745e-07,0.9999995
878,1.0,2.4928826e-07,0.99999976
879,0.0,0.9999994,5.365663e-07
880,0.0,0.99998236,1.76802e-05
881,1.0,2.9251587e-06,0.999997
882,0.0,1.0,6.4308885e-11
883,1.0,6.4729866e-06,0.99999356
884,1.0,2.7215445e-05,0.9999728
885,0.0,0.9999975,2.4647966e-06
886,0.0,0.99999964,3.1711932e-07
887,1.0,7.7771114e-07,0.99999917
888,1.0,8.5260115e-05,0.99991477
889,0.0,0.9999901,9.913543e-06
890,1.0,2.7204444e-05,0.9999728
891,1.0,4.0238933e-07,0.99999964
892,1.0,8.250165e-05,0.9999175
893,1.0,1.6132158e-06,0.99999833
894,1.0,1.9458719e-08,1.0
895,1.0,1.43453e-06,0.99999857
896,1.0,3.396303e-05,0.999966
897,1.0,0.0003733116,0.99962664
898,1.0,2.385655e-05,0.99997616
899,1.0,1.3399631e-06,0.9999987
900,1.0,5.5902984e-07,0.9999994
901,0.0,1.0,6.071289e-09
902,1.0,3.3045264e-05,0.999967
903,1.0,3.822366e-06,0.9999962
904,0.0,1.0,4.9957777e-11
905,1.0,1.5979782e-05,0.999984
906,1.0,3.825382e-06,0.9999962
907,1.0,1.82465e-05,0.99998176
908,0.0,0.9999931,6.932812e-06
909,0.0,1.0,3.117284e-09
910,1.0,3.387199e-06,0.99999666
911,1.0,9.953985e-07,0.99999905
912,1.0,8.022207e-05,0.9999198
913,1.0,5.7631855e-06,0.9999943
914,1.0,9.409393e-05,0.99990594
915,0.0,1.0,7.8812734e-11
916,1.0,0.00020529484,0.9997948
917,1.0,6.248051e-05,0.99993753
918,1.0,1.4243495e-06,0.99999857
919,0.0,1.0,1.0091523e-09
920,1.0,1.4643166e-05,0.99998534
921,1.0,1.6239732e-06,0.99999833
922,1.0,6.695878e-05,0.999933
923,1.0,0.00012820767,0.99987173
924,1.0,6.6323682e-06,0.9999933
925,1.0,1.062258e-06,0.9999989
926,1.0,5.392001e-06,0.99999464
927,1.0,2.951484e-05,0.99997044
928,1.0,8.222826e-07,0.99999917
929,1.0,0.00014462555,0.9998554
930,0.0,1.0,4.872099e-11
931,0.0,0.99999976,1.9906958e-07
932,1.0,4.728832e-05,0.9999527
933,1.0,0.00029736533,0.99970263
934,1.0,8.939323e-05,0.9999106
935,0.0,0.99999917,8.2725205e-07
936,1.0,5.301943e-07,0.9999995
937,1.0,0.00011915257,0.9998808
938,1.0,1.076947e-05,0.9999893
939,1.0,2.1859418e-05,0.9999782
940,1.0,3.369825e-07,0.99999964
941,1.0,5.063705e-06,0.999995
942,1.0,4.1336418e-05,0.99995863
943,1.0,4.9760893e-06,0.999995
944,1.0,9.619381e-07,0.99999905
945,1.0,0.000108114684,0.9998919
946,1.0,3.2673101e-06,0.9999968
947,0.0,1.0,9.910382e-15
948,1.0,2.5731415e-06,0.9999974
949,0.0,1.0,2.5885926e-08
950,1.0,6.493592e-07,0.9999994
951,1.0,4.362441e-07,0.9999995
952,1.0,0.00015095755,0.99984896
953,1.0,1.7347022e-05,0.9999826
954,1.0,0.00020633727,0.9997937
955,1.0,1.9561e-05,0.99998045
956,0.0,0.999998,2.0832938e-06
957,1.0,3.5403782e-06,0.9999964
958,1.0,1.958224e-06,0.9999981
959,0.0,0.9999951,4.9182813e-06
960,0.0,1.0,3.1033917e-08
961,1.0,1.058098e-05,0.9999894
962,1.0,1.0261929e-06,0.9999989
963,1.0,3.7237724e-06,0.9999963
964,1.0,0.00017895749,0.9998211
965,1.0,2.242423e-05,0.9999776
966,0.0,0.99999976,2.7922718e-07
967,1.0,1.050911e-06,0.9999989
968,0.0,1.0,1.257461e-13
969,1.0,1.0058352e-05,0.99999
970,1.0,1.5110442e-06,0.99999845
971,0.0,0.99974555,0.00025447088
972,1.0,3.7736354e-05,0.9999622
973,1.0,6.0622315e-05,0.9999393
974,0.0,1.0,1.8442877e-11
975,1.0,6.4544365e-05,0.9999355
976,1.0,7.666983e-06,0.9999924
977,1.0,8.79411e-07,0.99999917
978,1.0,6.98835e-05,0.99993014
979,1.0,1.6358769e-06,0.99999833
980,1.0,6.58368e-06,0.99999344
981,0.0,0.99999976,2.0875765e-07
982,1.0,1.4245342e-06,0.99999857
983,1.0,2.158148e-06,0.99999785
984,1.0,6.314713e-06,0.9999937
985,1.0,3.7595695e-05,0.99996245
986,1.0,2.702246e-06,0.99999726
987,0.0,0.99999976,1.9929638e-07
988,1.0,0.00038787158,0.99961215
989,1.0,8.429939e-07,0.99999917
990,1.0,1.2725224e-05,0.99998724
991,0.0,1.0,2.276123e-11
992,1.0,2.7687705e-05,0.99997234
993,1.0,6.797527e-06,0.9999932
994,1.0,3.8413655e-06,0.9999962
995,1.0,3.9600536e-06,0.99999607
996,1.0,0.00026788577,0.9997321
997,1.0,2.8955228e-07,0.99999976
998,1.0,4.5281095e-06,0.99999547
999,0.0,0.9999995,4.2257435e-07
1000,1.0,2.5269223e-06,0.9999975
1001,1.0,7.244046e-06,0.9999927
1002,1.0,1.5066081e-07,0.9999999
1003,0.0,1.0,1.4437399e-08
1004,1.0,3.975572e-06,0.99999607
1005,1.0,1.258782e-05,0.99998736
1006,1.0,3.2201668e-05,0.9999678
1007,1.0,2.6736947e-07,0.99999976
1008,1.0,9.890293e-07,0.99999905
1009,1.0,1.1746814e-06,0.9999988
1010,0.0,1.0,7.504394e-09
1011,0.0,0.9999999,6.661119e-08
1012,1.0,8.621837e-07,0.99999917
1013,1.0,5.138603e-06,0.9999949
1014,1.0,2.846426e-06,0.99999714
1015,1.0,7.18298e-06,0.99999285
1016,1.0,8.671795e-06,0.9999913
1017,1.0,5.724856e-07,0.9999994
1018,1.0,2.897826e-06,0.99999714
1019,0.0,0.9999999,1.7416876e-07
1020,0.0,1.0,1.1496542e-08
1021,1.0,0.0002156782,0.9997843
1022,0.0,0.9999999,8.428735e-08
1023,1.0,2.4667279e-05,0.9999753
1024,1.0,1.8806511e-05,0.99998116
1025,0.0,1.0,2.094186e-10
1026,1.0,1.1031124e-05,0.9999889
1027,1.0,1.3871962e-05,0.9999862
1028,1.0,3.857279e-05,0.9999614
1029,0.0,1.0,9.555209e-10
1030,1.0,1.4689392e-05,0.99998534
1031,1.0,3.1145817e-07,0.99999964
1032,1.0,3.1812195e-07,0.99999964
1033,1.0,4.2791083e-08,1.0
1034,1.0,4.9474534e-07,0.9999995
1035,0.0,1.0,1.4416086e-10
1036,0.0,0.9999951,4.853801e-06
1037,1.0,3.693443e-05,0.99996305
1038,1.0,1.7132842e-06,0.99999833
1039,0.0,0.9999871,1.2929364e-05
1040,0.0,0.99999714,2.824038e-06
1041,0.0,0.9999999,1.766792e-07
1042,0.0,0.9999957,4.3353934e-06
1043,1.0,6.269433e-06,0.9999937
1044,1.0,2.374479e-05,0.9999763
1045,1.0,9.045608e-07,0.99999905
1046,1.0,9.703368e-06,0.99999034
1047,1.0,0.00010605898,0.9998939
1048,1.0,7.614124e-07,0.9999993
1049,0.0,1.0,1.9532111e-09
1050,1.0,3.5070916e-05,0.99996495
1051,1.0,6.524257e-07,0.9999994
1052,1.0,9.478807e-06,0.99999046
1053,1.0,4.2053147e-05,0.9999579
1054,1.0,0.00019759758,0.9998024
1055,1.0,0.00014630429,0.99985373
1056,1.0,3.8225793e-05,0.99996173
1057,1.0,2.1368334e-07,0.99999976
1058,1.0,7.1970726e-07,0.9999993
1059,1.0,5.3399816e-07,0.9999995
1060,1.0,1.0588403e-06,0.9999989
1061,1.0,4.025306e-07,0.99999964
1062,0.0,0.99999976,1.901946e-07
1063,1.0,5.658656e-07,0.9999994
1064,1.0,1.7016204e-06,0.99999833
1065,1.0,2.50803e-06,0.9999975
1066,1.0,9.2259694e-07,0.99999905
1067,1.0,5.184347e-07,0.9999995
1068,1.0,2.3934413e-07,0.99999976
1069,0.0,0.9999995,4.5252546e-07
1070,1.0,5.6748318e-06,0.9999943
1071,1.0,0.0004343271,0.99956566
1072,1.0,1.1663717e-06,0.9999988
1073,1.0,3.3986794e-06,0.99999654
1074,1.0,6.2373847e-06,0.9999938
1075,1.0,6.77729e-05,0.99993217
1076,0.0,1.0,7.599562e-09
1077,1.0,0.0004049244,0.9995951
1078,1.0,1.8494741e-06,0.9999981
1079,1.0,3.1961446e-07,0.99999964
1080,1.0,1.5119855e-06,0.99999845
1081,0.0,1.0,2.617367e-09
1082,1.0,1.09923e-06,0.9999989
1083,1.0,9.887068e-06,0.9999901
1084,0.0,0.99999356,6.4818573e-06
1085,1.0,9.75792e-07,0.99999905
1086,1.0,4.343287e-08,1.0
1087,0.0,1.0,5.2755335e-12
1088,1.0,1.7151037e-06,0.99999833
1089,1.0,1.5277176e-07,0.9999999
1090,1.0,2.8117247e-06,0.99999714
1091,1.0,4.364856e-06,0.9999956
1092,1.0,0.000111087786,0.9998889
1093,1.0,8.33581e-06,0.99999166
1094,0.0,1.0,1.190467e-10
1095,1.0,3.5137823e-06,0.99999654
1096,1.0,1.1380669e-06,0.9999988
1097,1.0,1.6940661e-05,0.9999831
1098,1.0,1.4517138e-06,0.99999857
1099,0.0,0.9999647,3.52501e-05
1100,1.0,2.9713874e-06,0.999997
1101,1.0,2.2412632e-06,0.99999774
1102,1.0,3.5784606e-07,0.99999964
1103,0.0,1.0,4.5383757e-08
1104,1.0,0.00017977669,0.9998203
1105,0.0,0.99999404,5.9688873e-06
1106,0.0,0.9999981,1.8863941e-06
1107,1.0,4.2278847e-05,0.9999577
1108,0.0,1.0,6.2458905e-09
1109,1.0,2.8092134e-06,0.99999714
1110,0.0,1.0,1.0206492e-08
1111,1.0,4.3872404e-07,0.9999995
1112,1.0,4.4600154e-07,0.9999995
1113,0.0,0.99996483,3.517864e-05
1114,1.0,0.00085291394,0.99914706
1115,1.0,6.6354846e-07,0.9999993
1116,0.0,1.0,1.3302718e-11
1117,1.0,2.7716525e-05,0.9999722
1118,0.0,0.99999475,5.2011183e-06
1119,1.0,7.1017143e-07,0.9999993
1120,1.0,4.9905843e-06,0.999995
1121,1.0,2.0293946e-06,0.999998
1122,1.0,1.2715561e-06,0.9999987
1123,1.0,1.396858e-05,0.99998605
1124,1.0,2.1124486e-05,0.9999789
1125,1.0,2.685588e-06,0.99999726
1126,1.0,5.1188813e-06,0.9999949
1127,1.0,4.1044488e-05,0.999959
1128,1.0,4.7393064e-07,0.9999995
1129,1.0,8.85978e-06,0.9999912
1130,1.0,2.0213236e-05,0.99997973
1131,1.0,2.3342106e-06,0.9999976
1132,0.0,0.9999865,1.3526635e-05
1133,1.0,1.0820559e-06,0.9999989
1134,1.0,0.00014117868,0.99985886
1135,1.0,0.00022459148,0.99977547
1136,1.0,3.5462242e-06,0.9999964
1137,0.0,0.9999374,6.252711e-05
1138,1.0,1.0350809e-05,0.9999896
1139,1.0,2.0811212e-05,0.99997914
1140,1.0,1.0896048e-06,0.9999989
1141,1.0,9.510685e-07,0.99999905
1142,1.0,5.778948e-06,0.9999943
1143,1.0,0.00019122206,0.99980885
1144,1.0,9.97141e-06,0.99999
1145,0.0,0.999997,3.0215783e-06
1146,1.0,4.1443707e-07,0.99999964
1147,1.0,2.000315e-06,0.999998
1148,0.0,0.9999994,6.526217e-07
1149,1.0,1.6762796e-06,0.99999833
1150,1.0,0.00015751734,0.9998424
1151,1.0,8.303172e-07,0.99999917
1152,1.0,2.7041149e-06,0.99999726
1153,1.0,3.1117284e-05,0.9999689
1154,1.0,1.4639094e-06,0.99999857
1155,0.0,0.9999994,6.126342e-07
1156,1.0,3.4245384e-06,0.99999654
1157,1.0,2.5031125e-06,0.9999975
1158,1.0,0.00017457912,0.9998254
1159,1.0,8.8984166e-07,0.99999917
1160,0.0,0.9998685,0.00013149141
1161,1.0,1.421554e-06,0.99999857
1162,0.0,0.9999994,5.538622e-07
1163,0.0,0.9999993,7.6634205e-07
1164,0.0,1.0,5.6503534e-11
1165,1.0,8.645138e-07,0.99999917
1166,0.0,0.9999981,1.9289052e-06
1167,1.0,3.713482e-05,0.9999628
1168,1.0,4.0439674e-05,0.9999596
1169,0.0,0.99999976,2.3824555e-07
1170,0.0,1.0,3.1158853e-10
1171,1.0,1.7741055e-05,0.99998224
1172,1.0,9.0524685e-07,0.99999905
1173,1.0,4.4952574e-07,0.9999995
1174,0.0,0.99999833,1.6213301e-06
1175,0.0,1.0,1.8837882e-09
1176,0.0,0.99999905,9.3897665e-07
1177,1.0,2.7982587e-06,0.99999726
1178,1.0,2.8545758e-06,0.99999714
1179,0.0,0.99996376,3.6231828e-05
1180,1.0,8.797843e-07,0.99999917
1181,0.0,1.0,1.3319265e-12
1182,1.0,3.085444e-07,0.99999964
1183,1.0,2.0577431e-06,0.999998
1184,1.0,3.2726876e-07,0.99999964
1185,1.0,1.8982616e-06,0.9999981
1186,1.0,9.69239e-05,0.9999031
1187,1.0,2.996515e-06,0.999997
1188,0.0,1.0,2.0452239e-08
1189,1.0,0.00017723504,0.9998228
1190,1.0,0.00029842014,0.99970156
1191,1.0,6.732719e-07,0.9999993
1192,1.0,3.2009564e-06,0.9999968
1193,1.0,4.48127e-06,0.99999547
1194,1.0,3.409168e-06,0.99999654
1195,0.0,0.9999732,2.6842084e-05
1196,0.0,1.0,3.1800845e-08
1197,1.0,5.03023e-05,0.9999497
1198,1.0,4.0115006e-06,0.99999595
1199,1.0,1.8118283e-06,0.9999982
1200,0.0,1.0,5.0694755e-08
1201,1.0,3.379104e-06,0.99999666
1202,1.0,0.00015676442,0.99984324
1203,1.0,3.6556473e-06,0.9999963
1204,1.0,1.4959767e-05,0.9999851
1205,1.0,0.00023830167,0.99976176
1206,0.0,0.99999285,7.1506647e-06
1207,1.0,2.3405048e-07,0.99999976
1208,1.0,3.2033936e-06,0.9999968
1209,1.0,1.1891744e-06,0.9999988
1210,1.0,5.411631e-07,0.9999994
1211,1.0,2.2475647e-06,0.99999774
1212,1.0,1.6167998e-06,0.99999833
1213,0.0,1.0,3.9560486e-08
1214,1.0,6.225985e-05,0.9999378
1215,1.0,8.344136e-05,0.99991655
1216,1.0,3.7664415e-07,0.99999964
1217,1.0,2.32546e-07,0.99999976
1218,1.0,2.4246106e-06,0.9999976
1219,1.0,5.3177796e-06,0.99999464
1220,1.0,3.5868527e-06,0.9999964
1221,1.0,4.5545005e-07,0.9999995
1222,0.0,0.9999939,6.1249157e-06
1223,1.0,5.810158e-05,0.99994195
1224,0.0,0.9999988,1.1909949e-06
1225,0.0,0.9999993,6.613575e-07
1226,1.0,6.677223e-07,0.9999993
1227,0.0,0.99996924,3.0707084e-05
1228,0.0,0.9999994,6.2005853e-07
1229,1.0,2.7700665e-07,0.99999976
1230,0.0,0.9999994,6.5225333e-07
1231,1.0,8.776297e-07,0.99999917
1232,1.0,2.1594037e-06,0.99999785
1233,0.0,0.9999999,1.4084493e-07
1234,1.0,6.8227774e-07,0.9999993
1235,1.0,3.6990773e-06,0.9999963
1236,1.0,4.490768e-06,0.99999547
1237,1.0,1.6704786e-06,0.99999833
1238,0.0,0.99999154,8.46959e-06
1239,1.0,2.6330257e-05,0.99997365
1240,1.0,2.86249e-06,0.99999714
1241,0.0,0.99999356,6.4804362e-06
1242,1.0,3.1818552e-06,0.9999968
1243,0.0,0.9999132,8.681978e-05
1244,1.0,1.1738756e-05,0.9999883
1245,1.0,2.954844e-05,0.99997044
1246,0.0,1.0,2.4332147e-08
1247,1.0,2.234271e-07,0.99999976
1248,1.0,8.682061e-05,0.9999132
1249,1.0,3.0868791e-06,0.9999969
1250,1.0,2.9423766e-06,0.999997
1251,1.0,1.2954565e-05,0.999987
1252,0.0,1.0,7.2149337e-10
1253,1.0,6.8981217e-07,0.9999993
1254,1.0,9.850428e-07,0.99999905
1255,1.0,6.2832833e-06,0.9999937
1256,1.0,1.5135104e-06,0.99999845
1257,1.0,2.374501e-06,0.9999976
1258,1.0,1.3632156e-06,0.9999987
1259,0.0,0.9999999,1.1759217e-07
1260,1.0,1.11923e-06,0.9999989
1261,1.0,3.470504e-05,0.9999653
1262,1.0,1.9800456e-07,0.99999976
1263,1.0,5.509776e-06,0.9999945
1264,1.0,6.948512e-05,0.9999305
1265,1.0,0.0006506218,0.9993494
1266,1.0,3.9027924e-07,0.99999964
1267,0.0,0.9999999,6.105362e-08
1268,1.0,5.659942e-05,0.9999434
1269,1.0,1.2695865e-05,0.99998724
1270,1.0,2.605137e-06,0.9999974
1271,1.0,4.826429e-07,0.9999995
1272,1.0,0.00013338808,0.9998666
1273,1.0,2.5059258e-05,0.99997497
1274,1.0,7.8785715e-06,0.99999213
1275,0.0,1.0,9.1092005e-09
1276,0.0,1.0,8.512535e-09
1277,1.0,1.267012e-06,0.9999987
1278,0.0,0.9999994,6.1739445e-07
1279,1.0,1.4784106e-06,0.99999857
1280,1.0,0.000108792185,0.99989116
1281,1.0,3.220385e-05,0.9999678
1282,1.0,3.1889347e-05,0.99996805
1283,1.0,2.776711e-05,0.9999722
1284,1.0,0.00044805565,0.99955195
1285,1.0,7.13855e-06,0.99999285
1286,1.0,6.150744e-05,0.9999385
1287,0.0,0.999995,5.0584586e-06
1288,1.0,3.2608405e-05,0.99996734
1289,1.0,0.0003603373,0.99963963
1290,1.0,3.9860997e-06,0.99999607
1291,0.0,0.9999993,6.806627e-07
1292,0.0,0.99991906,8.096447e-05
1293,0.0,1.0,1.4520856e-08
1294,0.0,0.9999893,1.0785061e-05
1295,1.0,0.00014790741,0.99985206
1296,1.0,6.9557257e-07,0.9999993
1297,1.0,8.2120425e-07,0.99999917
1298,1.0,1.0571137e-05,0.9999894
1299,0.0,0.9999893,1.0675556e-05
1300,1.0,3.7537977e-06,0.9999963
1301,0.0,0.9999213,7.864724e-05
1302,1.0,4.2436543e-05,0.99995756
1303,1.0,5.745438e-06,0.9999943
1304,1.0,3.7790344e-06,0.9999962
1305,0.0,0.99999154,8.442172e-06
1306,1.0,1.1100956e-06,0.9999989
1307,1.0,8.2152064e-07,0.99999917
1308,0.0,0.9999964,3.5223675e-06
1309,0.0,0.99999535,4.6566734e-06
1310,0.0,1.0,3.5534104e-08
1311,1.0,5.4595213e-05,0.9999454
1312,0.0,1.0,4.802104e-10
1313,0.0,1.0,4.2567014e-10
1314,1.0,1.511341e-06,0.99999845
1315,1.0,1.4842225e-06,0.99999857
1316,1.0,1.0157938e-06,0.9999989
1317,0.0,0.9999999,1.3288606e-07
1318,0.0,0.9999999,8.555968e-08
1319,1.0,3.3597786e-05,0.9999664
1320,0.0,0.99999654,3.4983648e-06
1321,1.0,0.00017878591,0.99982125
1322,0.0,1.0,1.0994474e-09
1323,1.0,7.183128e-05,0.9999281
1324,0.0,0.9999951,4.841799e-06
1325,1.0,2.3154245e-05,0.9999769
1326,1.0,3.1665982e-06,0.9999968
1327,1.0,2.6290872e-06,0.9999974
1328,1.0,0.00010573957,0.99989426
1329,1.0,2.7719902e-06,0.99999726
1330,0.0,0.9999999,1.1710636e-07
1331,1.0,6.5655468e-06,0.99999344
1332,0.0,0.9999988,1.1502923e-06
1333,1.0,5.7417725e-07,0.9999994
1334,1.0,0.00011831339,0.9998816
1335,1.0,0.000105059255,0.999895
1336,1.0,2.378719e-06,0.9999976
1337,1.0,7.01567e-06,0.99999297
1338,1.0,3.2337724e-05,0.9999677
1339,1.0,1.6300464e-07,0.9999999
1340,1.0,1.5567352e-06,0.99999845
1341,1.0,1.0206929e-05,0.99998975
1342,0.0,0.99982435,0.00017566416
1343,1.0,6.0072158e-05,0.9999399
1344,1.0,6.017743e-05,0.9999398
1345,1.0,7.2731365e-07,0.9999993
1346,1.0,1.4882535e-06,0.99999857
1347,1.0,1.4243182e-06,0.99999857
1348,0.0,0.9999999,1.3513906e-07
1349,0.0,1.0,1.06707684e-10
1350,0.0,0.99999917,8.449175e-07
1351,1.0,2.3819517e-05,0.99997616
1352,1.0,1.0527094e-05,0.9999895
1353,1.0,3.7745394e-06,0.9999962
1354,1.0,1.9182146e-07,0.99999976
1355,0.0,1.0,3.2688114e-09
1356,1.0,8.871048e-05,0.9999113
1357,1.0,0.00016531337,0.99983466
1358,0.0,0.9999982,1.8333044e-06
1359,0.0,0.99999857,1.4205621e-06
1360,0.0,1.0,9.873474e-12
